Time,Latitude,Longitude,Heading_Angle,Normal_Acceleration_Command,LOS_Distance_Rate,LOS_Angle,LOS_Angle_Rate,Leading_Angle,Leading_Angle_Target,Target_Overload,Heading_Angle_Target
902,50.6016,-63.572,-19.4306,6.2038,262354,202.05,-0.0137296,-221.48,39.7709,-169.561,241.821
903,50.6389,-63.5927,-19.3498,6.62394,269031,202.034,-0.0155682,-221.384,39.7488,-169.928,241.783
904,50.6762,-63.6133,-19.2635,6.78028,275699,202.02,-0.0141528,-221.284,39.719,-197.486,241.739
905,50.7135,-63.6339,-19.1752,6.16471,282368,202.006,-0.0135985,-221.182,39.6946,-170.728,241.701
906,50.7509,-63.6544,-19.095,6.36612,289036,201.992,-0.0144904,-221.087,39.6709,-171.1,241.663
907,50.7882,-63.6748,-19.0121,5.97104,295691,201.977,-0.0145878,-220.989,39.6523,-148.235,241.63
908,50.8256,-63.6951,-18.9343,6.76346,302346,201.963,-0.0141317,-220.897,39.6217,-199.124,241.585
909,50.863,-63.7154,-18.8462,5.73245,309011,201.947,-0.0156919,-220.794,39.6101,-121.746,241.558
910,50.9004,-63.7356,-18.7716,6.06276,315652,201.932,-0.0150239,-220.704,39.5914,-149.409,241.524
911,50.9378,-63.7557,-18.6926,7.02107,322305,201.917,-0.0153159,-220.61,39.5615,-200.253,241.479
912,50.9753,-63.7758,-18.6012,6.61595,328945,201.902,-0.015338,-220.503,39.5365,-177.751,241.438
913,51.0128,-63.7957,-18.5151,6.27501,335584,201.886,-0.0159922,-220.401,39.5183,-150.737,241.404
914,51.0503,-63.8157,-18.4334,6.90827,342221,201.869,-0.0166596,-220.303,39.4943,-178.648,241.363
915,51.0878,-63.8355,-18.3434,5.75139,348849,201.854,-0.0154839,-220.197,39.4804,-128.726,241.334
916,51.1253,-63.8553,-18.2685,6.44387,355486,201.837,-0.0167895,-220.105,39.4624,-151.9,241.299
917,51.1628,-63.875,-18.1846,6.6862,362112,201.821,-0.0157168,-220.006,39.4368,-179.91,241.258
918,51.2004,-63.8946,-18.0975,6.28758,368727,201.805,-0.0157281,-219.903,39.4162,-157.709,241.222
919,51.238,-63.9142,-18.0156,6.06871,375350,201.789,-0.016934,-219.804,39.403,-130.5,241.192
920,51.2756,-63.9337,-17.9366,6.95287,381961,201.772,-0.0169536,-219.708,39.378,-181.207,241.15
921,51.3132,-63.9531,-17.8461,6.44776,388573,201.755,-0.0164714,-219.601,39.3575,-159.161,241.113
922,51.3508,-63.9724,-17.7621,6.66528,395170,201.738,-0.0174605,-219.5,39.3378,-159.656,241.075
923,51.3885,-63.9917,-17.6753,5.67584,401768,201.721,-0.0169727,-219.396,39.3291,-109.862,241.05
924,51.4261,-64.0109,-17.6014,6.89268,408362,201.702,-0.01852,-219.304,39.31,-160.499,241.012
925,51.4638,-64.03,-17.5117,6.88173,414943,201.684,-0.0184851,-219.195,39.2906,-161.002,240.974
926,51.5015,-64.0491,-17.4221,6.4678,421513,201.665,-0.0183851,-219.087,39.2762,-139.184,240.941
927,51.5392,-64.0681,-17.3378,6.85547,428094,201.647,-0.018397,-218.985,39.2562,-161.949,240.903
928,51.577,-64.087,-17.2486,6.45148,434663,201.629,-0.0183285,-218.877,39.2413,-140.235,240.87
929,51.6147,-64.1058,-17.1646,6.43575,441220,201.61,-0.0182668,-218.775,39.226,-140.727,240.836
930,51.6525,-64.1245,-17.0807,7.21488,447773,201.591,-0.0196191,-218.671,39.2052,-169.276,240.796
931,51.6903,-64.1432,-16.9868,5.74468,454327,201.572,-0.0190966,-218.558,39.2023,-91.6404,240.774
932,51.7281,-64.1618,-16.912,6.69756,460879,201.552,-0.0195079,-218.464,39.1875,-142.144,240.74
933,51.7659,-64.1803,-16.8248,7.17186,467419,201.533,-0.0194678,-218.357,39.1657,-170.79,240.698
934,51.8038,-64.1988,-16.7314,6.46647,473945,201.512,-0.0202097,-218.244,39.1565,-121.297,240.669
935,51.8417,-64.2171,-16.6472,6.35357,480472,201.493,-0.019701,-218.14,39.1465,-121.772,240.639
936,51.8795,-64.2354,-16.5644,7.37979,486984,201.472,-0.0204751,-218.037,39.1249,-172.362,240.597
937,51.9174,-64.2536,-16.4683,6.6682,493481,201.451,-0.021176,-217.919,39.1159,-122.93,240.567
938,51.9553,-64.2718,-16.3815,6.72437,499978,201.43,-0.0214541,-217.811,39.1069,-123.417,240.536
939,51.9933,-64.2898,-16.294,7.09863,506475,201.409,-0.0209532,-217.703,39.0902,-152.235,240.499
940,52.0312,-64.3078,-16.2015,5.89735,512958,201.387,-0.0216157,-217.589,39.0933,-74.4582,240.48
941,52.0692,-64.3257,-16.1247,7.2109,519429,201.365,-0.0215162,-217.49,39.0766,-153.192,240.442
942,52.1072,-64.3435,-16.0308,7.27367,525899,201.344,-0.0218201,-217.374,39.0599,-153.843,240.404
943,52.1452,-64.3612,-15.9361,6.62974,532364,201.321,-0.0228098,-217.257,39.0564,-104.479,240.377
944,52.1832,-64.3788,-15.8498,6.91516,538821,201.299,-0.0218913,-217.149,39.0446,-133.415,240.344
945,52.2212,-64.3964,-15.7597,6.56136,545263,201.276,-0.0225162,-217.036,39.0403,-105.53,240.317
946,52.2593,-64.4139,-15.6743,7.45899,551704,201.254,-0.0227682,-216.928,39.0233,-155.978,240.277
947,52.2973,-64.4313,-15.5772,7.21475,558130,201.23,-0.0233407,-216.807,39.012,-135.26,240.242
948,52.3354,-64.4486,-15.4832,6.68698,564545,201.207,-0.0231444,-216.69,39.0075,-107.302,240.215
949,52.3735,-64.4658,-15.3961,7.2115,570958,201.184,-0.0233572,-216.58,38.9956,-136.406,240.179
950,52.4116,-64.483,-15.3022,5.99908,577358,201.16,-0.0239095,-216.462,39.0044,-58.4759,240.164
951,52.4497,-64.5001,-15.2241,7.43622,583743,201.135,-0.0244779,-216.36,38.993,-137.336,240.128
952,52.4879,-64.517,-15.1273,7.25742,590118,201.112,-0.0236355,-216.239,38.9805,-137.995,240.092
953,52.5261,-64.5339,-15.0328,6.11095,596490,201.087,-0.0244833,-216.12,38.9891,-60.0442,240.076
954,52.5642,-64.5507,-14.9532,7.60716,602858,201.062,-0.0253632,-216.015,38.9777,-138.954,240.04
955,52.6024,-64.5675,-14.8541,7.07531,609217,201.037,-0.0245188,-215.892,38.9707,-118.545,240.008
956,52.6407,-64.5841,-14.762,7.66053,615559,201.012,-0.0256568,-215.774,38.9589,-140.211,239.971
957,52.6789,-64.6007,-14.6623,6.64411,621893,200.987,-0.0247834,-215.649,38.9592,-91.0643,239.946
958,52.7171,-64.6171,-14.5757,6.80563,628222,200.961,-0.0255869,-215.537,38.9601,-91.5269,239.922
959,52.7554,-64.6335,-14.4871,6.76966,634540,200.936,-0.0254349,-215.423,38.9606,-91.9942,239.897
960,52.7937,-64.6498,-14.399,7.69461,640844,200.91,-0.0259251,-215.309,38.9477,-142.269,239.858
961,52.832,-64.666,-14.2988,6.88918,647146,200.884,-0.026045,-215.183,38.9482,-93.1987,239.832
962,52.8703,-64.6821,-14.2091,6.78051,653426,200.858,-0.0255363,-215.068,38.9479,-93.6818,239.806
963,52.9086,-64.6982,-14.1208,6.93639,659703,200.832,-0.0263197,-214.953,38.9482,-94.1699,239.78
964,52.9469,-64.7141,-14.0304,7.78386,665979,200.806,-0.0264613,-214.836,38.9344,-144.411,239.74
965,52.9853,-64.73,-13.9291,6.98225,672229,200.779,-0.0265726,-214.708,38.9343,-95.422,239.713
966,53.0237,-64.7457,-13.8382,6.51752,678480,200.752,-0.0266671,-214.591,38.9421,-66.862,239.695
967,53.062,-64.7614,-13.7533,7.08221,684715,200.725,-0.0271195,-214.479,38.942,-96.2833,239.667
968,53.1004,-64.777,-13.6611,7.10395,690950,200.698,-0.0272498,-214.359,38.9418,-96.7981,239.64
969,53.1389,-64.7925,-13.5686,7.0626,697173,200.671,-0.0270674,-214.24,38.941,-97.3184,239.612
970,53.1773,-64.8079,-13.4766,7.14138,703382,200.644,-0.0274797,-214.12,38.9404,-97.8443,239.584
971,53.2157,-64.8232,-13.3836,6.98358,709581,200.617,-0.0267165,-214,38.9387,-98.3758,239.556
972,53.2542,-64.8385,-13.2927,6.75707,715775,200.589,-0.0279872,-213.881,38.9465,-69.7051,239.535
973,53.2927,-64.8536,-13.2047,6.60281,721959,200.562,-0.0272479,-213.766,38.9533,-70.0702,239.515
974,53.3312,-64.8687,-13.1187,7.85671,728132,200.534,-0.0271116,-213.653,38.9366,-149.31,239.471
975,53.3697,-64.8836,-13.0164,6.70145,734301,200.507,-0.0277699,-213.523,38.9433,-71.227,239.45
976,53.4082,-64.8985,-12.9291,6.60613,740448,200.479,-0.0273195,-213.408,38.9494,-71.6059,239.429
977,53.4467,-64.9133,-12.8431,7.0087,746604,200.452,-0.0277154,-213.295,38.9496,-92.2494,239.401
978,53.4853,-64.928,-12.7518,6.70494,752736,200.424,-0.0278631,-213.176,38.9558,-72.4842,239.38
979,53.5238,-64.9426,-12.6645,6.77894,758853,200.396,-0.0282638,-213.06,38.9621,-72.8758,239.358
980,53.5624,-64.9572,-12.5762,7.48969,764972,200.368,-0.0278323,-212.944,38.9527,-122.816,239.32
981,53.601,-64.9716,-12.4787,6.33537,771087,200.339,-0.0284595,-212.818,38.9676,-44.5353,239.307
982,53.6396,-64.986,-12.3962,6.94226,777182,200.312,-0.0275212,-212.708,38.9663,-94.28,239.278
983,53.6782,-65.0002,-12.3058,7.54253,783274,200.284,-0.0281817,-212.589,38.9563,-124.213,239.24
984,53.7168,-65.0144,-12.2076,5.80986,789365,200.255,-0.0282554,-212.463,38.9794,-16.4524,239.235
985,53.7554,-65.0285,-12.1319,6.89522,795435,200.228,-0.0273625,-212.36,38.9771,-95.4817,239.205
986,53.7941,-65.0425,-12.0422,6.49402,801515,200.2,-0.0277507,-212.242,38.9841,-66.4723,239.184
987,53.8328,-65.0564,-11.9576,6.41929,807572,200.173,-0.0273959,-212.13,38.9905,-66.7996,239.163
988,53.8714,-65.0703,-11.874,7.17803,813641,200.146,-0.0272565,-212.02,38.981,-116.551,239.127
989,53.9101,-65.084,-11.7805,5.94436,819685,200.118,-0.0274186,-211.899,38.9964,-38.1508,239.114
990,53.9488,-65.0977,-11.7031,6.6534,825730,200.091,-0.0270431,-211.794,38.9955,-87.7194,239.087
991,53.9875,-65.1113,-11.6165,6.73225,831760,200.064,-0.0274721,-211.68,38.9948,-88.1207,239.058
992,54.0262,-65.1247,-11.5288,6.65422,837792,200.036,-0.0270919,-211.565,38.9934,-88.5256,239.03
993,54.065,-65.1381,-11.4422,6.25536,843809,200.009,-0.0274885,-211.451,39.0017,-59.2978,239.011
994,54.1037,-65.1515,-11.3607,6.18043,849828,199.982,-0.0271296,-211.343,39.0096,-59.5561,238.991
995,54.1425,-65.1647,-11.2802,6.16261,855834,199.955,-0.0270651,-211.235,39.0172,-59.8166,238.972
996,54.1813,-65.1779,-11.2,6.87528,861841,199.928,-0.026736,-211.128,39.0081,-109.374,238.936
997,54.22,-65.1909,-11.1105,6.07692,867836,199.901,-0.0266582,-211.012,39.0149,-60.5612,238.916
998,54.2588,-65.2039,-11.0313,5.49641,873822,199.875,-0.0261055,-210.907,39.0307,-31.1084,238.906
999,54.2976,-65.2168,-10.9598,6.30538,879805,199.849,-0.0262992,-210.809,39.0304,-80.492,238.879
1000,54.3364,-65.2297,-10.8776,6.33584,885787,199.823,-0.026481,-210.7,39.03,-80.8146,238.852
1001,54.3753,-65.2424,-10.7951,5.92436,891759,199.797,-0.0259527,-210.592,39.0353,-61.69,238.832
1002,54.4141,-65.2551,-10.718,6.21906,897719,199.771,-0.0259168,-210.489,39.0339,-81.3894,238.805
1003,54.4529,-65.2677,-10.637,5.47472,903678,199.745,-0.0260895,-210.382,39.0491,-32.5153,238.794
1004,54.4918,-65.2802,-10.5657,6.23852,909624,199.719,-0.0260725,-210.284,39.0475,-81.8529,238.766
1005,54.5306,-65.2926,-10.4845,6.26953,915568,199.692,-0.0262556,-210.177,39.0458,-82.1878,238.738
1006,54.5695,-65.305,-10.4028,4.93286,921503,199.666,-0.0257539,-210.069,39.0704,-3.49128,238.737
1007,54.6084,-65.3173,-10.3386,5.64791,927438,199.641,-0.0255007,-209.98,39.0778,-52.6682,238.719
1008,54.6473,-65.3295,-10.2651,5.64897,933360,199.615,-0.0255301,-209.881,39.0852,-52.8706,238.701
1009,54.6862,-65.3416,-10.1915,5.8128,939285,199.591,-0.0248302,-209.782,39.0851,-72.3058,238.676
1010,54.7251,-65.3537,-10.1158,4.99662,945211,199.566,-0.0245835,-209.682,39.1016,-23.4451,238.668
1011,54.764,-65.3657,-10.0507,5.24896,951137,199.542,-0.0243616,-209.592,39.1111,-42.7235,238.653
1012,54.8029,-65.3776,-9.98239,5.88753,957065,199.518,-0.0237194,-209.5,39.1028,-91.9246,238.621
1013,54.8419,-65.3894,-9.90573,4.57991,962982,199.495,-0.0233128,-209.4,39.1215,-13.2122,238.616
1014,54.8808,-65.4012,-9.84609,4.78854,968913,199.472,-0.0228671,-209.318,39.133,-32.3634,238.605
1015,54.9197,-65.4129,-9.78373,5.06442,974820,199.449,-0.0227827,-209.233,39.1377,-51.5193,238.587
1016,54.9587,-65.4246,-9.71779,5.06293,980738,199.426,-0.0227986,-209.144,39.1423,-51.6157,238.569
1017,54.9977,-65.4362,-9.65186,4.52871,986645,199.404,-0.0224444,-209.056,39.1571,-21.7714,238.561
1018,55.0366,-65.4477,-9.59289,4.49585,992553,199.381,-0.0222921,-208.974,39.1717,-21.8057,238.553
1019,55.0756,-65.4592,-9.53434,4.00427,998460,199.359,-0.0221597,-208.894,39.1967,8.09626,238.556
1020,55.1146,-65.4706,-9.4822,5.11795,1.00437e+06,199.338,-0.0216229,-208.82,39.1933,-70.7735,238.531
1021,55.1536,-65.4819,-9.41556,3.84088,1.01027e+06,199.316,-0.0213217,-208.732,39.2174,8.0162,238.534
1022,55.1926,-65.4932,-9.36554,4.49137,1.01617e+06,199.296,-0.0207859,-208.661,39.2237,-40.8989,238.519
1023,55.2316,-65.5045,-9.30706,0,1.02207e+06,199.275,-0.0206935,-208.582,39.2579,37.9215,238.533
1024,55.2316,-65.5045,199.275,0,1.02409e+06,199.381,0.105865,-0.105865,39.1374,-40.9022,238.518
1025,55.2316,-65.5045,199.381,0,1.02612e+06,199.486,0.105111,-0.105111,39.0245,-21.9964,238.51
1026,55.2316,-65.5045,199.486,0,1.02816e+06,199.591,0.105187,-0.105187,38.9221,7.94198,238.513
