Time,Latitude,Longitude,Altitude,Heading_Angle,Path_Angle,LOS_Angle_Lat,LOS_Angle_Lon,Command_Lat,Command_Lon
4839,47.4427,-71.0761,0,0,0,42.9052,3.58198,0,0
4840,47.4427,-71.0761,70000,42.9052,0,42.904,-0.298699,0,0
4841,47.4427,-71.0761,70000,42.904,0,42.9023,-0.29975,-0.329908,0
4842,47.4596,-71.0528,70000,42.8968,0,42.9179,-0.301561,25.9784,0
4843,47.4765,-71.0294,70000,43.4693,0,42.9329,-0.303396,39.2,0
4844,47.4931,-71.0057,70000,44.3331,0,42.9464,-0.305244,39.2,0
4845,47.5095,-70.9817,70000,45.1969,0,42.9579,-0.307117,39.2,0
4846,47.5257,-70.9572,70000,46.0608,0,42.9678,-0.309007,39.2,0
4847,47.5416,-70.9324,70000,46.9246,0,42.9754,-0.310912,39.2,0
4848,47.5572,-70.9072,70000,47.7885,0,42.9807,-0.312845,39.2,0
4849,47.5726,-70.8817,70000,48.6523,0,42.9845,-0.314793,39.2,0
4850,47.5878,-70.8558,70000,49.5162,0,42.9858,-0.316757,39.2,0
4851,47.6026,-70.8296,70000,50.38,0,42.9852,-0.318745,39.2,0
4852,47.6172,-70.803,70000,51.2438,0,42.9825,-0.320746,39.2,0
4853,47.6315,-70.7761,70000,52.1077,0,42.9776,-0.322774,39.2,0
4854,47.6456,-70.7489,70000,52.9715,0,42.9702,-0.324822,39.2,0
4855,47.6594,-70.7214,70000,53.8354,0,42.9605,-0.326891,39.2,0
4856,47.6729,-70.6935,70000,54.6992,0,42.9485,-0.328973,39.2,0
4857,47.6861,-70.6654,70000,55.5631,0,42.9341,-0.331081,39.2,0
4858,47.699,-70.6369,70000,56.4269,0,42.9177,-0.333207,39.2,0
4859,47.7116,-70.6082,70000,57.2908,0,42.8982,-0.335352,39.2,0
4860,47.724,-70.5791,70000,58.1546,0,42.8763,-0.337522,39.2,0
4861,47.736,-70.5498,70000,59.0184,0,42.8521,-0.339712,39.2,0
4862,47.7477,-70.5202,70000,59.8823,0,42.8254,-0.34192,39.2,0
4863,47.7592,-70.4904,70000,60.7461,0,42.7957,-0.344146,39.2,0
4864,47.7703,-70.4603,70000,61.61,0,42.7636,-0.346397,39.2,0
4865,47.7812,-70.4299,70000,62.4738,0,42.7288,-0.348668,39.2,0
4866,47.7917,-70.3993,70000,63.3377,0,42.6913,-0.350959,39.2,0
4867,47.8019,-70.3685,70000,64.2015,0,42.6508,-0.353272,39.2,0
4868,47.8118,-70.3374,70000,65.0654,0,42.6082,-0.355601,39.2,0
4869,47.8214,-70.3061,70000,65.9292,0,42.562,-0.357955,39.2,0
4870,47.8306,-70.2745,70000,66.793,0,42.5129,-0.36033,39.2,0
4871,47.8396,-70.2428,70000,67.6569,0,42.4612,-0.362722,39.2,0
4872,47.8482,-70.2109,70000,68.5207,0,42.4058,-0.36514,39.2,0
4873,47.8565,-70.1787,70000,69.3846,0,42.3482,-0.367572,39.2,0
4874,47.8645,-70.1464,70000,70.2484,0,42.2874,-0.370026,39.2,0
4875,47.8721,-70.1139,70000,71.1123,0,42.2227,-0.372504,39.2,0
4876,47.8794,-70.0813,70000,71.9761,0,42.1557,-0.374997,39.2,0
4877,47.8864,-70.0484,70000,72.8399,0,42.085,-0.377513,39.2,0
4878,47.8931,-70.0154,70000,73.7038,0,42.0113,-0.380047,39.2,0
4879,47.8994,-69.9823,70000,74.5676,0,41.9341,-0.382602,39.2,0
4880,47.9053,-69.949,70000,75.4315,0,41.8542,-0.38518,39.2,0
4881,47.911,-69.9156,70000,76.2953,0,41.7705,-0.387772,39.2,0
4882,47.9163,-69.882,70000,77.1592,0,41.6832,-0.390378,39.2,0
4883,47.9213,-69.8484,70000,78.023,0,41.593,-0.393013,39.2,0
4884,47.9259,-69.8146,70000,78.8869,0,41.4992,-0.395668,39.2,0
4885,47.9302,-69.7807,70000,79.7507,0,41.4016,-0.398329,39.2,0
4886,47.9341,-69.7467,70000,80.6145,0,41.3008,-0.40102,39.2,0
4887,47.9377,-69.7127,70000,81.4784,0,41.1964,-0.403722,39.2,0
4888,47.9409,-69.6785,70000,82.3422,0,41.0883,-0.406449,39.2,0
4889,47.9439,-69.6443,70000,83.2061,0,40.9763,-0.409187,39.2,0
4890,47.9464,-69.61,70000,84.0699,0,40.861,-0.411947,39.2,0
4891,47.9486,-69.5757,70000,84.9338,0,40.7418,-0.414718,39.2,0
4892,47.9505,-69.5413,70000,85.7976,0,40.6187,-0.417504,39.2,0
4893,47.952,-69.5069,70000,86.6615,0,40.4924,-0.420312,39.2,0
