Time,ID,latitude,longitude,altitude,xVelocity,yVelocity,zVelocity,,
0,1,27.69736,77.45403,200,-1.745,3.022,99.94,100.0009055,5383.526446
1,1,27.69739,77.45401,306.05,-2.163,3.706,112.2,112.2820244,
2,1,27.69742,77.45399,424.439,-2.626,4.456,124.6,124.7073046,
3,1,27.69747,77.45396,555.345,-3.134,5.272,137.2,137.3370159,
4,1,27.69752,77.45393,698.945,-3.688,6.155,150,150.1715198,
5,1,27.69758,77.45389,855.419,-4.286,7.103,163,163.2109751,
6,1,27.69765,77.45384,1024.94,-4.929,8.117,176.1,176.3558639,
7,1,27.69773,77.45379,1207.7,-5.618,9.196,189.4,189.7063213,
8,1,27.69781,77.45372,1403.87,-6.352,10.34,202.9,203.2625728,
9,1,27.69791,77.45366,1613.61,-7.132,11.55,216.6,217.0249477,
10,1,27.69802,77.45358,1837.14,-7.957,12.82,230.5,230.9933251,
11,1,27.69814,77.4535,2074.63,-8.828,14.16,244.5,245.0687438,
12,1,27.69828,77.4534,2326.27,-9.744,15.57,258.8,259.4509789,
13,1,27.69842,77.4533,2592.23,-10.71,17.04,273.2,273.9403324,
14,1,27.69858,77.45318,2872.73,-11.72,18.57,287.8,288.6365245,
15,1,27.69876,77.45306,3167.96,-12.77,20.17,302.7,303.6399048,
16,1,27.69894,77.45292,3478.13,-13.87,21.83,317.7,318.7510248,
17,1,27.69915,77.45278,3803.4,-15.03,23.57,332.9,334.0716327,
18,1,27.69937,77.45262,4144.01,-16.22,25.36,348.4,349.6981241,
19,1,27.6996,77.45245,4500.23,-17.47,27.23,364.1,365.5345179,
20,1,27.69986,77.45227,4872.23,-18.76,29.16,380,381.5786199,
21,1,27.70013,77.45207,5260.28,-20.11,31.16,396.1,397.8323362,
22,1,27.70042,77.45186,5664.55,-21.5,33.22,412.5,414.3936153,
23,1,27.70072,77.45163,6085.33,-22.95,35.36,429.2,431.2651993,
24,1,27.70105,77.45139,6522.94,-24.45,37.57,446.1,448.3464257,
25,1,27.7014,77.45114,6977.61,-26,39.85,463.3,465.7369563,
26,1,27.70177,77.45087,7449.64,-27.6,42.2,480.8,483.4369038,
27,1,27.70216,77.45058,7939.25,-29.26,44.63,498.6,501.4478482,
28,1,27.70257,77.45027,8446.78,-30.97,47.13,516.7,519.7684752,
29,1,27.703,77.44995,8972.71,-32.74,49.72,535.2,538.5007205,
30,1,27.70346,77.44961,9517.26,-34.57,52.38,554,557.5434954,
31,1,27.70394,77.44925,10080.8,-36.46,55.12,573.2,576.9972149,
32,1,27.70445,77.44887,10663.7,-38.41,57.95,592.8,596.8629412,
33,1,27.70498,77.44847,11266.4,-40.43,60.87,612.8,617.1414601,
34,1,27.70554,77.44805,11889.4,-42.52,63.88,633.3,637.9322024,
35,1,27.70613,77.44761,12533.1,-44.67,66.98,654.2,659.1353194,
36,1,27.70674,77.44715,13198,-46.89,70.17,675.6,680.8508361,
37,1,27.70739,77.44666,13884.8,-49.19,73.47,697.6,703.1808139,
38,1,27.70806,77.44615,14594,-51.56,76.87,720.1,726.0244076,
39,1,27.70876,77.44561,15325.6,-54.01,80.38,743.2,749.4826646,
40,1,27.7095,77.44506,16080.6,-56.54,84,766.9,773.5556745,
41,1,27.71027,77.44447,16859.5,-59.16,87.73,791.2,798.2442599,
42,1,27.71107,77.44386,17663.2,-61.86,91.57,816.1,823.5477731,
43,1,27.71191,77.44322,18492.3,-64.64,95.53,841.6,849.467404,
44,1,27.71278,77.44255,19347,-67.52,99.61,867.9,876.2028946,
45,1,27.71369,77.44185,20227.9,-70.48,103.8,894.8,903.5534906,
46,1,27.71465,77.44112,21138.1,-73.55,108.1,922.4,931.6206162,
47,1,27.71563,77.44037,22070.1,-76.69,112.6,950.6,960.312697,
48,1,27.71667,77.43956,23049,-79.98,117.2,980.1,990.3174493,
49,1,27.7177,77.43877,24004.2,-83.21,121.8,1009,1019.725524,
50,1,27.71884,77.43789,25057.7,-86.76,126.8,1040,1051.287562,
51,1,27.71998,77.43701,26091.4,-86.78,126.6,1029,1040.384222,
52,1,27.72111,77.43613,27115.5,-86.81,126.5,1019,1030.484947,
53,1,27.72224,77.43526,28130,-86.85,126.3,1008,1019.587472,
54,1,27.72338,77.43437,29141.3,-88.73,128.9,1019,1030.94579,
55,1,27.72454,77.43346,30166,-90.64,131.5,1030,1042.308908,
56,1,27.72573,77.43254,31201.4,-92.59,134.1,1041,1053.677711,
57,1,27.72694,77.43159,32248,-94.57,136.8,1052,1065.064188,
58,1,27.72817,77.43063,33305.8,-96.58,139.5,1064,1077.443245,
59,1,27.72943,77.42964,34375.3,-98.63,142.3,1075,1088.853602,
60,1,27.73072,77.42864,35456.2,-100.7,145.1,1087,1101.25542,
61,1,27.73203,77.42761,36548.8,-102.8,147.9,1098,1112.675267,
62,1,27.73336,77.42656,37653.2,-105,150.8,1110,1125.106946,
63,1,27.73472,77.42549,38769.6,-107.2,153.7,1122,1137.541001,
64,1,27.7361,77.4244,39898.1,-109.4,156.7,1135,1150.977085,
65,1,27.73752,77.42329,41038.2,-111.6,159.7,1147,1163.429263,
66,1,27.73895,77.42215,42190.9,-113.9,162.7,1159,1175.89349,
67,1,27.74042,77.42099,43356.6,-116.2,165.8,1172,1189.359525,
68,1,27.74191,77.41981,44534.7,-118.5,169,1184,1201.856585,
69,1,27.74343,77.4186,45725.4,-120.9,172.1,1197,1215.337081,
70,1,27.74498,77.41737,46929,-123.3,175.3,1210,1228.833992,
71,1,27.74656,77.41612,48145.6,-125.7,178.6,1223,1242.347556,
72,1,27.74817,77.41484,49375.2,-128.2,181.9,1236,1255.87374,
73,1,27.7498,77.41353,50617.8,-130.7,185.2,1249,1269.40243,
74,1,27.75147,77.4122,51873.8,-133.3,188.6,1263,1283.942308,
75,1,27.75317,77.41085,53143.2,-135.8,192,1276,1297.490516,
76,1,27.75489,77.40947,54426.1,-138.5,195.5,1290,1312.060403,
77,1,27.75665,77.40806,55722.8,-141.1,199,1303,1325.63917,
78,1,27.75844,77.40663,57033.3,-143.8,202.5,1317,1340.214046,
79,1,27.76025,77.40517,58357.5,-146.5,206.1,1331,1354.806429,
80,1,27.7621,77.40368,59695.9,-149.2,209.7,1345,1369.40123,
81,1,27.76399,77.40217,61048.3,-152,213.4,1360,1385.0067,
82,1,27.7659,77.40062,62415.1,-154.8,217.1,1374,1399.632613,
83,1,27.76785,77.39905,63796.3,-157.7,220.9,1388,1414.287842,
84,1,27.76983,77.39745,65192,-160.6,224.7,1403,1429.927079,
85,1,27.77185,77.39582,66602.3,-163.5,228.6,1418,1445.584384,
86,1,27.7739,77.39417,68027.5,-166.5,232.5,1433,1461.255453,
87,1,27.77598,77.39248,69467.5,-169.5,236.4,1448,1476.928979,
88,1,27.7781,77.39076,70922.7,-172.5,240.4,1463,1492.620987,
89,1,27.78025,77.38901,72393,-175.6,244.4,1478,1508.327126,
90,1,27.78244,77.38724,73878.6,-178.7,248.5,1493,1524.052145,
91,1,27.78467,77.38543,75379.8,-181.9,252.6,1509,1540.771031,
92,1,27.78693,77.38359,76896.5,-185.1,256.8,1525,1557.508668,
93,1,27.78923,77.38171,78428.9,-188.3,261,1540,1573.269808,
94,1,27.79156,77.37981,79977.3,-191.6,265.3,1556,1590.041084,
95,1,27.79393,77.37787,81541.7,-194.9,269.6,1572,1606.814915,
96,1,27.79634,77.3759,83122.3,-198.2,274,1589,1624.586175,
97,1,27.79879,77.3739,84719.2,-201.6,278.4,1605,1641.393956,
98,1,27.80128,77.37186,86332.5,-205,282.9,1622,1659.199027,
99,1,27.80381,77.36979,87962.5,-208.5,287.4,1638,1676.04147,
100,1,27.80637,77.36768,89609.3,-212,291.9,1655,1693.863811,
101,1,27.80898,77.36554,91273,-215.6,296.5,1672,1711.718321,
102,1,27.81162,77.36336,92953.7,-219.2,301.2,1689,1729.59275,
103,1,27.81431,77.36115,94651.7,-222.8,305.9,1707,1748.446067,
104,1,27.81704,77.3589,96367.2,-226.5,310.7,1724,1766.35578,
105,1,27.81981,77.35662,98100.1,-230.2,315.5,1742,1785.244042,
106,1,27.82262,77.3543,99850.8,-234,320.4,1760,1804.165225,
107,1,27.82548,77.35194,101619,-237.8,325.3,1778,1823.088843,
108,1,27.82838,77.34954,103406,-241.6,330.3,1796,1842.032749,
109,1,27.83132,77.34711,105211,-245.5,335.3,1814,1860.9923,
110,1,27.8343,77.34464,107033,-249.5,340.4,1833,1880.960236,
111,1,27.83734,77.34212,108879,-253.5,345.5,1851,1899.956184,
112,1,27.8404,77.33957,110736,-257.5,350.7,1870,1919.947067,
113,1,27.84353,77.33698,112620,-261.6,355.9,1889,1939.953703,
114,1,27.84666,77.33437,114499,-261.7,355.8,1880,1931.186301,
115,1,27.8498,77.33176,116374,-261.9,355.7,1870,1921.461449,
116,1,27.85296,77.32913,118244,-1127,1529,-225.2,1912.768946,
117,1,27.86657,77.31778,118237,-1151,1562,-12.42,1940.309062,
118,1,27.88045,77.30621,118220,-1168,1585,-21.66,1968.98912,
119,1,27.89454,77.29447,118193,-1186,1609,-31.01,1999.109457,
120,1,27.90883,77.28255,118158,-1203,1632,-40.48,2027.873672,
121,1,27.92333,77.27046,118112,-1220,1656,-50.07,2057.484631,
122,1,27.93803,77.25819,118057,-1238,1679,-59.78,2086.925645,
123,1,27.95295,77.24574,117993,-1255,1703,-69.6,2116.619512,
124,1,27.96808,77.23312,117918,-1273,1727,-79.54,2146.947743,
125,1,27.98342,77.22031,117834,-1291,1751,-89.59,2177.316782,
126,1,27.99897,77.20732,117739,-1309,1776,-99.76,2208.530973,
127,1,28.01475,77.19415,117634,-1328,1800,-110,2239.572281,
128,1,28.03074,77.18079,117519,-1346,1825,-120.4,2270.86705,
129,1,28.04695,77.16725,117393,-1365,1850,-131,2302.7996,
130,1,28.06338,77.15351,117257,-1383,1875,-141.6,2334.173207,
131,1,28.08003,77.13959,117110,-1402,1901,-152.3,2366.981261,
132,1,28.09691,77.12548,116952,-1421,1926,-163.2,2399.031313,
133,1,28.11402,77.11117,116784,-1440,1952,-174.1,2431.915872,
134,1,28.13136,77.09667,116604,-1460,1978,-185.2,2465.437697,
135,1,28.14892,77.08197,116413,-1479,2004,-196.4,2498.405484,
136,1,28.16672,77.06707,116211,-1499,2031,-207.7,2532.805024,
137,1,28.18476,77.05197,115998,-1519,2057,-219.1,2566.440105,
138,1,28.20303,77.03667,115773,-1538,2084,-230.6,2600.322357,
139,1,28.22153,77.02116,115536,-1559,2111,-242.3,2635.433795,
140,1,28.24028,77.00545,115288,-1579,2139,-254,2670.782282,
141,1,28.25928,76.98953,115028,-1599,2166,-265.9,2705.376094,
142,1,28.27851,76.9734,114756,-1620,2194,-277.9,2741.398258,
143,1,28.298,76.95706,114472,-1641,2222,-290,2777.45657,
144,1,28.31773,76.94051,114176,-1662,2250,-302.2,2813.550931,
145,1,28.33771,76.92374,113868,-1683,2279,-314.5,2850.480705,
146,1,28.35795,76.90675,113547,-1705,2307,-326.9,2887.23702,
147,1,28.37844,76.88954,113214,-1726,2336,-339.4,2924.237398,
148,1,28.39919,76.87211,112868,-1748,2366,-352.1,2962.673524,
149,1,28.4202,76.85445,112510,-1770,2395,-364.9,3000.346148,
150,1,28.44147,76.83657,112139,-1793,2425,-377.7,3039.429435,
151,1,28.46301,76.81846,111754,-1815,2455,-390.7,3077.96954,
152,1,28.48482,76.80011,111357,-1838,2485,-403.8,3117.13385,
153,1,28.5069,76.78153,110947,-1861,2516,-417.1,3157.142602,
154,1,28.52925,76.76272,110523,-1884,2547,-430.4,3197.172057,
155,1,28.55187,76.74366,110086,-1907,2578,-443.9,3237.248864,
156,1,28.57478,76.72437,109635,-1931,2609,-457.4,3277.934832,
157,1,28.59796,76.70483,109171,-1955,2641,-471.1,3319.463994,
158,1,28.62143,76.68504,108693,-1979,2673,-484.9,3361.026333,
159,1,28.64519,76.665,108201,-2003,2706,-498.8,3403.416877,
160,1,28.66924,76.64471,107695,-2028,2739,-512.9,3446.443299,
161,1,28.69358,76.62416,107175,-2053,2772,-527,3489.487355,
162,1,28.71821,76.60336,106641,-2078,2805,-541.3,3532.579042,
163,1,28.74315,76.58229,106093,-2103,2839,-555.7,3576.497238,
164,1,28.76838,76.56096,105530,-2129,2873,-570.2,3621.035493,
165,1,28.79393,76.53936,104952,-2155,2908,-584.8,3666.398784,
166,1,28.81978,76.51749,104360,-2182,2943,-599.6,3712.397226,
167,1,28.84594,76.49534,103753,-2208,2978,-614.5,3757.839572,
168,1,28.87243,76.47292,103131,-2235,3013,-629.5,3803.901188,
169,1,28.89923,76.45021,102494,-2262,3050,-644.6,3851.578009,
170,1,28.92635,76.42723,101842,-2290,3086,-659.9,3899.097846,
171,1,28.9538,76.40395,101174,-2318,3123,-675.3,3947.440068,
172,1,28.98158,76.38037,100491,-2346,3160,-690.8,3995.812889,
173,1,29.0097,76.35651,99792.5,-2375,3198,-706.5,4045.611357,
174,1,29.03815,76.33234,99078.1,-2404,3236,-722.3,4095.440061,
175,1,29.06695,76.30787,98347.9,-2433,3275,-738.2,4146.088909,
176,1,29.0961,76.28309,97601.7,-2463,3314,-754.2,4197.354243,
177,1,29.1256,76.25799,96839.4,-2493,3354,-770.2,4249.420318,
178,1,29.15545,76.23258,96060.8,-2523,3394,-786.8,4301.606588,
179,1,29.18567,76.20685,95265.8,-2554,3434,-804,4354.502038,
180,1,29.21625,76.18079,94454.2,-2586,3476,-819.9,4409.331923,
181,1,29.2472,76.1544,93626,-2618,3518,-833.7,4463.776841,
182,1,29.27853,76.12767,92780.9,-2650,3559,-853.5,4518.566504,
183,1,29.31024,76.10061,91918.9,-2681,3601,-882,4575.247097,
184,1,29.34233,76.07319,91039.7,-2715,3646,-887.7,4631.690004,
185,1,29.37482,76.04543,90143.3,-2754,3696,-861.6,4689.060307,
186,1,29.4077,76.01731,89229.3,-2783,3734,-922.9,4747.587746,
187,1,29.44099,75.98882,88297.6,-2796,3751,-1106,4807.374855,
188,1,29.47468,75.95997,87348.5,-2853,3826,-957.4,4867.699637,
189,1,29.50876,75.93076,86382,-2940,3941,-333.7,4928.127098,
190,1,29.54332,75.90113,85396.1,-2924,3919,-997.6,4990.344954,
191,1,29.57835,75.87107,84390.1,-2326,3115,-3228,5053.066891,
192,1,29.61366,75.84075,83370.6,-3000,4018,-1019,5116.901895,
193,1,29.64949,75.80996,82330,-3037,4065,-1054,5182.519657,
194,1,29.68578,75.77876,81270.5,-3062,4098,-1170,5247.699305,
195,1,29.72248,75.74717,80193,-3178,4251,-261.7,5314.054186,
196,1,29.75985,75.71499,79090.4,-1455,1946,-4804,5383.526446,
197,1,29.7979,75.68219,79181.1,-3224,4309,88.36,5382.328909,
198,1,29.83614,75.64921,79266.9,-3225,4309,83.07,5382.84373,
199,1,29.87436,75.61621,79347.2,-3226,4308,77.61,5382.561037,
200,1,29.91258,75.58319,79422.1,-3227,4307,72.16,5382.284372,
201,1,29.95094,75.55002,79491.8,-3224,4301,281.2,5382.550552,
202,1,29.95191,75.5367,79486.3,-195.2,260.4,-5372,5381.848679,
203,1,29.95482,75.5003,79471.9,731.6,-976.1,5241,5381.086393,
204,1,29.95915,75.447,79450.9,2371,-3163,3648,5379.043967,
205,1,29.96439,75.38297,79425.8,-1675,2235,-4595,5377.255341,
206,1,29.97001,75.3144,79398.9,3035,-4050,1812,5375.599408,
207,1,29.9755,75.24745,79372.7,-3223,4300,-42.73,5373.97012,
208,1,29.98043,75.18703,79349,1606,-2143,4657,5372.088421,
209,1,29.98485,75.13279,79327.6,3117,-4159,1349,5369.615536,
210,1,29.98888,75.08307,79308,2946,-3931,2166,5368.727317,
211,1,29.99267,75.03623,79289.6,1218,-1625,4969,5367.970753,
212,1,29.99635,74.9906,79271.6,-1913,2552,4316,5366.575165,
213,1,30.00008,74.94453,79253.4,-3217,4293,16.36,5364.625397,
214,1,30.00395,74.89671,79234.6,-2727,3638,-2845,5363.356971,
215,1,30.00796,74.84724,79215.1,-2305,3075,-3739,5361.788041,
216,1,30.01207,74.79655,79195.1,-2400,3202,-3568,5361.28977,
217,1,30.01625,74.74509,79174.9,-2785,3717,-2674,5359.346042,
218,1,30.02045,74.69331,79154.5,-3115,4157,-1314,5358.215188,
219,1,30.02464,74.64164,79134.1,-3212,4286,8.904,5356.007775,
220,1,30.0288,74.59045,79114,-3174,4236,811.5,5355.044748,
221,1,30.03291,74.53969,79094,-3140,4191,1110,5353.146832,
222,1,30.037,74.48926,79074.2,-3147,4200,1048,5351.813992,
223,1,30.04107,74.43904,79054.4,-3176,4239,757,5350.621085,
224,1,30.04514,74.3889,79034.7,-3200,4271,365.6,5349.308774,
225,1,30.04921,74.33873,79014.9,-3207,4280,8.492,5348.20728,
226,1,30.05328,74.28844,78995.1,-3203,4275,-206.8,5345.802114,
227,1,30.05737,74.23802,78975.2,-3200,4271,-287.8,5344.555158,
228,1,30.06146,74.18752,78955.4,-3200,4271,-270.8,5343.666685,
229,1,30.06556,74.13696,78935.5,-3201,4272,-191.7,5341.641498,
230,1,30.06966,74.08638,78915.6,-3202,4273,-86.45,5340.300235,
231,1,30.07376,74.0358,78895.6,-3201,4273,9.08,5339.008564,
232,1,30.07786,73.98526,78875.7,-3200,4271,66.59,5337.216056,
233,1,30.08195,73.93475,78855.9,-3199,4270,88.22,5336.130037,
234,1,30.08604,73.88426,78836,-3198,4269,83.61,5334.656093,
235,1,30.09013,73.83379,78816.1,-3198,4268,62.4,5333.565577,
236,1,30.09422,73.78332,78796.3,-3197,4267,34.2,5331.910318,
237,1,30.09831,73.73285,78776.4,-3196,4266,8.638,5330.407734,
238,1,30.1024,73.68237,78756.5,-3195,4265,-6.751,5329.005121,
239,1,30.10649,73.63188,78736.6,-3194,4264,-12.54,5327.615719,
240,1,30.11058,73.58139,78716.8,-3193,4262,-11.32,5325.412767,
241,1,30.11467,73.53089,78696.9,-3193,4261,-5.659,5324.603462,
242,1,30.11877,73.48038,78677,-3192,4260,1.866,5323.200868,
243,1,30.12286,73.42988,78657.1,-3191,4259,8.683,5321.807719,
244,1,30.12695,73.37938,78637.3,-3190,4258,12.78,5320.416086,
245,1,30.13104,73.32888,78617.4,-3189,4257,14.3,5319.020069,
246,1,30.13513,73.27838,78597.5,-3188,4256,13.96,5317.619287,
247,1,30.13922,73.22789,78577.6,-3187,4254,12.42,5315.415248,
248,1,30.1433,73.17739,78557.8,-3186,4253,10.39,5314.011004,
249,1,30.14739,73.12689,78537.9,-3186,4252,8.55,5313.207421,
250,1,30.15148,73.07639,78518,-3185,4251,7.439,5311.805845,
251,1,30.15557,73.02589,78498.1,-3184,4250,7.014,5310.40537,
252,1,30.15966,72.97539,78478.3,-3183,4249,7.09,5309.005582,
253,1,30.16375,72.92489,78458.4,-3182,4247,7.484,5306.805914,
254,1,30.16784,72.87439,78438.5,-3181,4246,8.01,5305.406786,
255,1,30.17193,72.82388,78418.6,-3180,4245,8.486,5304.007637,
256,1,30.17601,72.77338,78398.8,-3179,4244,8.766,5302.608211,
257,1,30.1801,72.72288,78378.9,-3179,4243,8.863,5301.808046,
258,1,30.18419,72.67237,78359,-3178,4242,8.826,5300.408088,
259,1,30.18828,72.62187,78339.1,-3177,4241,8.705,5299.007999,
260,1,30.19236,72.57136,78319.3,-3176,4239,8.548,5296.807536,
261,1,30.19645,72.52086,78299.4,-3175,4238,8.405,5295.407411,
262,1,30.20054,72.47035,78279.5,-3174,4237,8.315,5294.00738,
263,1,30.20462,72.41984,78259.6,-3173,4236,8.273,5292.607433,
264,1,30.20871,72.36933,78239.8,-3172,4235,8.268,5291.207552,
265,1,30.2128,72.31883,78219.9,-3172,4234,8.286,5290.40723,
266,1,30.21688,72.26832,78200,-3171,4233,8.313,5289.007384,
267,1,30.22097,72.21781,78180.1,-3170,4231,8.336,5286.807211,
268,1,30.22505,72.1673,78160.2,-3169,4230,8.346,5285.407331,
269,1,30.22914,72.11679,78140.4,-3168,4229,8.342,5284.007436,
270,1,30.23323,72.06628,78120.5,-3167,4228,8.329,5282.607535,
271,1,30.23731,72.01576,78100.6,-3166,4227,8.311,5281.207634,
272,1,30.2414,71.96525,78080.7,-3165,4226,8.289,5279.807734,
273,1,30.24548,71.91474,78060.9,-3165,4224,8.269,5278.207023,
274,1,30.24956,71.86423,78041,-3164,4223,8.253,5276.807094,
275,1,30.25365,71.81371,78021.1,-3163,4222,8.241,5275.40718,
276,1,30.25773,71.7632,78001.2,-3162,4221,8.231,5274.007276,
277,1,30.26182,71.71268,77981.4,-3161,4220,8.223,5272.607383,
278,1,30.2659,71.66217,77961.5,-3160,4219,8.215,5271.207498,
279,1,30.26998,71.61165,77941.6,-3159,4217,8.208,5269.007247,
280,1,30.27407,71.56114,77921.7,-3159,4216,8.199,5268.206927,
281,1,30.27815,71.51062,77901.9,-3158,4215,8.19,5266.80701,
282,1,30.28223,71.4601,77882,-3157,4214,8.18,5265.407098,
283,1,30.28632,71.40959,77862.1,-3156,4213,8.17,5264.007195,
284,1,30.2904,71.35907,77842.2,-3155,4212,8.16,5262.607299,
285,1,30.29448,71.30855,77822.4,-3154,4211,8.15,5261.207411,
286,1,30.29856,71.25803,77802.5,-3153,4209,8.141,5259.007157,
287,1,30.30264,71.20751,77782.6,-3153,4208,8.132,5258.206836,
288,1,30.30673,71.15699,77762.7,-3152,4207,8.123,5256.806919,
289,1,30.31081,71.10647,77742.9,-3151,4206,8.114,5255.40701,
290,1,30.31489,71.05594,77723,-3150,4205,8.105,5254.007108,
291,1,30.31897,71.00542,77703.1,-3149,4204,8.097,5252.607216,
292,1,30.32305,70.9549,77683.2,-3148,4202,8.089,5250.406978,
293,1,30.32713,70.90438,77663.4,-3147,4201,8.08,5249.007076,
294,1,30.33121,70.85385,77643.5,-3147,4200,8.072,5248.206756,
295,1,30.33529,70.80333,77623.6,-3146,4199,8.064,5246.806841,
296,1,30.33937,70.7528,77603.7,-3145,4198,8.056,5245.406934,
297,1,30.34345,70.70228,77583.9,-3144,4197,8.048,5244.007034,
298,1,30.34753,70.65175,77564,-3143,4195,8.04,5241.806811,
299,1,30.35161,70.60122,77544.1,-3142,4194,8.032,5240.406903,
300,1,30.35569,70.5507,77524.2,-3141,4193,8.025,5239.007005,
301,1,30.35977,70.50017,77504.4,-3141,4192,8.017,5238.206685,
302,1,30.36385,70.44964,77484.5,-3140,4191,8.01,5236.806771,
303,1,30.36792,70.39911,77464.6,-3139,4190,8.003,5235.406866,
304,1,30.372,70.34858,77444.7,-3138,4188,7.996,5233.206659,
305,1,30.37608,70.29805,77424.9,-3137,4187,7.989,5231.806746,
306,1,30.38016,70.24752,77405,-3136,4186,7.982,5230.40684,
307,1,30.38424,70.19699,77385.1,-3136,4185,7.975,5229.606544,
308,1,30.38831,70.14646,77365.2,-3135,4184,7.968,5228.206623,
309,1,30.39239,70.09593,77345.3,-3134,4183,7.961,5226.806709,
310,1,30.39647,70.04539,77325.5,-3133,4181,7.955,5224.606519,
311,1,30.40054,69.99486,77305.6,-3132,4180,7.948,5223.206599,
312,1,30.40462,69.94433,77285.7,-3131,4179,7.942,5221.806687,
313,1,30.4087,69.89379,77265.8,-3130,4178,7.936,5220.406783,
314,1,30.41277,69.84326,77246,-3130,4177,7.93,5219.606488,
315,1,30.41685,69.79272,77226.1,-3129,4176,7.924,5218.206568,
316,1,30.42092,69.74219,77206.2,-3128,4174,7.918,5216.006393,
317,1,30.425,69.69165,77186.3,-3127,4173,7.912,5214.606466,
318,1,30.42907,69.64111,77166.5,-3126,4172,7.906,5213.206547,
319,1,30.43315,69.59058,77146.6,-3125,4171,7.901,5211.806637,
320,1,30.43722,69.54004,77126.7,-3125,4170,7.895,5211.006365,
321,1,30.4413,69.4895,77106.8,-3124,4168,7.89,5208.806221,
322,1,30.44537,69.43896,77087,-3123,4167,7.884,5207.406279,
323,1,30.44944,69.38842,77067.1,-3122,4166,7.879,5206.006346,
324,1,30.45352,69.33788,77047.2,-3121,4165,7.874,5204.606421,
325,1,30.45759,69.28734,77027.3,-3120,4164,7.869,5203.206504,
326,1,30.46166,69.2368,77007.5,-3119,4163,7.864,5201.806594,
327,1,30.46574,69.18625,76987.6,-3119,4161,7.859,5200.206127,
328,1,30.46981,69.13571,76967.7,-3118,4160,7.854,5198.806179,
329,1,30.47388,69.08517,76947.8,-3117,4159,7.849,5197.406238,
330,1,30.47795,69.03463,76928,-3116,4158,7.845,5196.006307,
331,1,30.48202,68.98408,76908.1,-3115,4157,7.84,5194.606382,
332,1,30.4861,68.93354,76888.2,-3114,4156,7.836,5193.206466,
333,1,30.49017,68.88299,76868.3,-3114,4154,7.832,5191.606046,
334,1,30.49424,68.83245,76848.5,-3113,4153,7.827,5190.206091,
335,1,30.49831,68.7819,76828.6,-3112,4152,7.823,5188.806144,
336,1,30.50238,68.73135,76808.7,-3111,4151,7.819,5187.406205,
337,1,30.50645,68.6808,76788.8,-3110,4150,7.815,5186.006274,
338,1,30.51052,68.63026,76769,-3109,4148,7.811,5183.806132,
339,1,30.51459,68.57971,76749.1,-3109,4147,7.808,5183.005978,
340,1,30.51866,68.52916,76729.2,-3108,4146,7.804,5181.606016,
341,1,30.52273,68.47861,76709.3,-3107,4145,7.8,5180.206062,
342,1,30.5268,68.42806,76689.4,-3106,4144,7.797,5178.806117,
343,1,30.53087,68.37751,76669.6,-3105,4143,7.793,5177.406178,
344,1,30.53493,68.32696,76649.7,-3104,4141,7.79,5175.206052,
345,1,30.539,68.2764,76629.8,-3104,4140,7.787,5174.405921,
346,1,30.54307,68.22585,76609.9,-3103,4139,7.783,5173.005952,
347,1,30.54714,68.1753,76590.1,-3102,4138,7.78,5171.605991,
348,1,30.55121,68.12475,76570.2,-3101,4137,7.777,5170.206039,
349,1,30.55527,68.07419,76550.3,-3100,4135,7.774,5168.005944,
350,1,30.55934,68.02364,76530.4,-3099,4134,7.771,5166.605983,
351,1,30.56341,67.97308,76510.6,-3099,4133,7.769,5165.805877,
352,1,30.56747,67.92253,76490.7,-3098,4132,7.766,5164.405901,
353,1,30.57154,67.87197,76470.8,-3097,4131,7.763,5163.005933,
354,1,30.5756,67.82141,76450.9,-3096,4130,7.761,5161.605974,
355,1,30.57967,67.77086,76431.1,-3095,4128,7.758,5159.405895,
356,1,30.58374,67.7203,76411.2,-3094,4127,7.756,5158.005928,
357,1,30.5878,67.66974,76391.3,-3094,4126,7.754,5157.205845,
358,1,30.59186,67.61918,76371.4,-3093,4125,7.751,5155.805861,
359,1,30.59593,67.56862,76351.6,-3092,4124,7.749,5154.405887,
360,1,30.59999,67.51806,76331.7,-3091,4122,7.747,5152.20584,
361,1,30.60406,67.4675,76311.8,-3090,4121,7.745,5150.805858,
362,1,30.60812,67.41694,76291.9,-3089,4120,7.743,5149.405884,
363,1,30.61218,67.36638,76272.1,-3089,4119,7.741,5148.605823,
364,1,30.61625,67.31581,76252.2,-3088,4118,7.739,5147.205833,
365,1,30.62031,67.26525,76232.3,-3087,4117,7.738,5145.805853,
366,1,30.62437,67.21469,76212.4,-3086,4115,7.736,5143.605821,
367,1,30.62843,67.16412,76192.6,-3085,4114,7.734,5142.205832,
368,1,30.6325,67.11356,76172.7,-3085,4113,7.733,5141.405819,
369,1,30.63656,67.06299,76152.8,-3084,4112,7.731,5140.005814,
370,1,30.64062,67.01243,76132.9,-3083,4111,7.73,5138.605818,
371,1,30.64468,66.96186,76113,-3082,4109,7.729,5136.405819,
372,1,30.64874,66.9113,76093.2,-3081,4108,7.727,5135.005814,
373,1,30.6528,66.86073,76073.3,-3080,4107,7.726,5133.605818,
374,1,30.65686,66.81016,76053.4,-3080,4106,7.725,5132.805829,
375,1,30.66092,66.75959,76033.5,-3079,4105,7.724,5131.405817,
376,1,30.66498,66.70902,76013.7,-3078,4103,7.723,5129.205849,
