Time,Latitude,Longitude,Altitude,Heading_Angle,Path_Angle,LOS_Angle_Lat,LOS_Angle_Lon,Command_Lat,Command_Lon
4839,47.443,-71.5869,0,0,0,44.0481,3.49261,0,0
4840,47.443,-71.5869,70000,44.0481,0,44.0511,-0.291208,0,0
4841,47.443,-71.5869,70000,44.0511,0,44.0535,-0.292213,-39.2,0
4842,47.4597,-71.5633,70000,43.1873,0,44.0746,-0.293939,-39.2,0
4843,47.4767,-71.5401,70000,42.3234,0,44.0974,-0.295689,-20.1811,0
4844,47.4938,-71.5172,70000,41.8787,0,44.122,-0.297449,6.31257,0
4845,47.511,-71.4944,70000,42.0178,0,44.1468,-0.299234,27.1626,0
4846,47.5281,-71.4713,70000,42.6164,0,44.1714,-0.301034,39.2,0
4847,47.545,-71.448,70000,43.4802,0,44.1942,-0.302849,39.2,0
4848,47.5616,-71.4242,70000,44.3441,0,44.2149,-0.304691,39.2,0
4849,47.578,-71.4001,70000,45.2079,0,44.2343,-0.306548,39.2,0
4850,47.5942,-71.3756,70000,46.0718,0,44.2516,-0.30842,39.2,0
4851,47.6101,-71.3508,70000,46.9356,0,44.2671,-0.310317,39.2,0
4852,47.6257,-71.3256,70000,47.7994,0,44.2809,-0.312226,39.2,0
4853,47.6411,-71.3,70000,48.6633,0,44.2925,-0.314161,39.2,0
4854,47.6562,-71.2741,70000,49.5271,0,44.3021,-0.316116,39.2,0
4855,47.6711,-71.2478,70000,50.391,0,44.3095,-0.318091,39.2,0
4856,47.6857,-71.2212,70000,51.2548,0,44.315,-0.32008,39.2,0
4857,47.7,-71.1943,70000,52.1187,0,44.3183,-0.322095,39.2,0
4858,47.7141,-71.167,70000,52.9825,0,44.3198,-0.324127,39.2,0
4859,47.7278,-71.1394,70000,53.8464,0,44.3185,-0.326178,39.2,0
4860,47.7413,-71.1116,70000,54.7102,0,44.3151,-0.328253,39.2,0
4861,47.7545,-71.0834,70000,55.574,0,44.3096,-0.330348,39.2,0
4862,47.7674,-71.0549,70000,56.4379,0,44.3019,-0.332463,39.2,0
4863,47.7801,-71.0261,70000,57.3017,0,44.2915,-0.334594,39.2,0
4864,47.7924,-70.997,70000,58.1656,0,44.2788,-0.336751,39.2,0
4865,47.8044,-70.9677,70000,59.0294,0,44.2639,-0.338927,39.2,0
4866,47.8162,-70.938,70000,59.8933,0,44.2464,-0.341125,39.2,0
4867,47.8276,-70.9081,70000,60.7571,0,44.2262,-0.343345,39.2,0
4868,47.8387,-70.878,70000,61.621,0,44.2042,-0.34558,39.2,0
4869,47.8496,-70.8476,70000,62.4848,0,44.1789,-0.347841,39.2,0
4870,47.8601,-70.8169,70000,63.3486,0,44.1509,-0.350123,39.2,0
4871,47.8703,-70.786,70000,64.2125,0,44.1207,-0.352423,39.2,0
4872,47.8802,-70.7549,70000,65.0763,0,44.087,-0.354749,39.2,0
4873,47.8898,-70.7235,70000,65.9402,0,44.0513,-0.35709,39.2,0
4874,47.899,-70.692,70000,66.804,0,44.0127,-0.359453,39.2,0
4875,47.908,-70.6602,70000,67.6679,0,43.9705,-0.361842,39.2,0
4876,47.9166,-70.6282,70000,68.5317,0,43.9262,-0.364246,39.2,0
4877,47.9249,-70.596,70000,69.3956,0,43.8786,-0.366674,39.2,0
4878,47.9328,-70.5637,70000,70.2594,0,43.8282,-0.369122,39.2,0
4879,47.9405,-70.5311,70000,71.1232,0,43.7746,-0.371591,39.2,0
4880,47.9478,-70.4984,70000,71.9871,0,43.7185,-0.374084,39.2,0
4881,47.9548,-70.4655,70000,72.8509,0,43.6588,-0.376594,39.2,0
4882,47.9614,-70.4325,70000,73.7148,0,43.5959,-0.379118,39.2,0
4883,47.9677,-70.3993,70000,74.5786,0,43.5303,-0.381673,39.2,0
4884,47.9737,-70.366,70000,75.4425,0,43.4614,-0.38425,39.2,0
4885,47.9793,-70.3325,70000,76.3063,0,43.3888,-0.386834,39.2,0
4886,47.9846,-70.2989,70000,77.1701,0,43.3134,-0.38945,39.2,0
